crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Rice,East,55.35,238.98,27.19,permanent_crop/PermanentCrop_557.jpg,773,510,3.367338321,3.33318984,1.601253833,Loan_511,287,884.5276347,484,495,588.9204073,Male,Yes,2,Not Graduate,No,9028,1159,72,36,1,Urban,Approved
Cotton,East,60.69,256.9,20.49,permanent_crop/PermanentCrop_558.jpg,682,511,4.135924854,1.00051295,1.113352739,Loan_512,315,679.7749566,407,255,902.1573734,Female,Yes,1,Graduate,Yes,13146,2101,137,12,0,Semiurban,Approved
Maize,North,73.12,145.38,22.49,permanent_crop/PermanentCrop_559.jpg,833,512,4.880896193,3.166293478,2.256823547,Loan_513,109,572.2008494,219,191,739.5404514,Male,No,1,Not Graduate,Yes,6278,8931,155,36,0,Semiurban,Approved
Wheat,East,60.62,231.53,28.67,permanent_crop/PermanentCrop_56.jpg,677,513,3.155334693,2.860781978,3.993569734,Loan_514,378,606.0987477,448,340,752.4178153,Male,Yes,1,Graduate,No,9480,8967,160,60,0,Rural,Approved
Wheat,West,21.74,361.23,19.63,permanent_crop/PermanentCrop_560.jpg,755,514,2.43976389,1.454250709,3.343802774,Loan_515,104,862.1313576,156,341,525.519685,Male,Yes,0,Not Graduate,No,10929,5366,343,240,0,Semiurban,Approved
Cotton,East,62.82,232.33,22.98,permanent_crop/PermanentCrop_561.jpg,733,515,3.573406445,2.152826229,1.923829189,Loan_516,186,797.9179538,425,323,689.654907,Male,Yes,1,Graduate,Yes,2032,2711,183,12,1,Urban,Approved
Rice,West,22.26,408.6,19.27,permanent_crop/PermanentCrop_562.jpg,722,516,1.619422645,4.904547096,4.487433689,Loan_517,306,518.0223685,409,422,973.6819582,Male,Yes,3+,Graduate,Yes,12809,2221,409,120,1,Rural,Rejected
Maize,East,48.78,206.49,33.53,permanent_crop/PermanentCrop_563.jpg,713,517,2.340802931,1.828807006,1.080757411,Loan_518,465,999.3225891,326,485,875.6959226,Female,Yes,1,Not Graduate,Yes,4345,2154,335,240,1,Rural,Approved
Wheat,North,62.59,490.74,25.91,permanent_crop/PermanentCrop_564.jpg,839,518,1.347212381,4.293597929,4.31689248,Loan_519,494,731.1112021,364,394,991.3533292,Male,No,2,Graduate,No,7309,8341,323,60,1,Urban,Approved
Rice,East,31.55,256.8,17.99,permanent_crop/PermanentCrop_565.jpg,690,519,2.312729373,1.834072366,1.391852311,Loan_520,491,738.9759678,234,185,851.6487689,Female,Yes,2,Graduate,Yes,9027,5842,320,36,0,Urban,Rejected
Barley,South,36.07,158.01,33.66,permanent_crop/PermanentCrop_566.jpg,803,520,3.68994569,1.495458008,2.621214423,Loan_521,178,729.5807086,332,117,609.9282051,Male,No,2,Not Graduate,No,3327,4058,105,120,0,Semiurban,Rejected
Cotton,East,50.73,191.24,33.52,permanent_crop/PermanentCrop_567.jpg,779,521,4.832155517,2.54664042,1.32128343,Loan_522,363,633.6316258,341,356,664.6993957,Male,Yes,0,Graduate,No,4922,1728,395,120,0,Urban,Rejected
Maize,North,34.06,472.56,26.38,permanent_crop/PermanentCrop_568.jpg,815,522,1.913169395,1.244087133,1.010784591,Loan_523,458,959.3344937,116,369,599.1378756,Male,No,2,Graduate,Yes,4538,2254,176,120,0,Urban,Approved
Maize,South,27.55,301.67,18.52,permanent_crop/PermanentCrop_569.jpg,775,523,1.768973461,1.418486159,1.07139084,Loan_524,295,513.7357679,317,124,733.543669,Female,Yes,3+,Not Graduate,No,5519,9940,275,12,1,Rural,Approved
Wheat,West,56.14,372.15,25.23,permanent_crop/PermanentCrop_57.jpg,848,524,3.459138794,2.290235661,1.982158558,Loan_525,354,850.0257578,398,294,868.5030097,Male,No,0,Graduate,No,2773,7396,424,36,0,Urban,Approved
Maize,East,76.98,321.1,21.52,permanent_crop/PermanentCrop_570.jpg,680,525,2.559695692,3.312992252,1.749121784,Loan_526,363,676.4162099,114,140,853.2828967,Female,No,2,Not Graduate,No,9366,6082,451,240,1,Urban,Approved
Cotton,East,33.04,497.34,34.3,permanent_crop/PermanentCrop_571.jpg,810,526,1.882778536,1.198221189,2.868908047,Loan_527,299,542.1500801,125,154,638.7410587,Female,No,3+,Not Graduate,Yes,10340,8907,431,36,0,Urban,Rejected
Barley,East,73.06,338.06,24.73,permanent_crop/PermanentCrop_572.jpg,696,527,4.176157411,3.810156347,4.044909738,Loan_528,442,754.2487201,382,453,624.6031832,Female,No,0,Not Graduate,Yes,7796,753,62,12,0,Semiurban,Rejected
Maize,East,47.46,238.75,17.73,permanent_crop/PermanentCrop_573.jpg,783,528,3.497158393,1.378109235,4.269378085,Loan_529,413,811.6130445,420,182,925.3870054,Male,No,1,Graduate,No,14677,6975,242,240,0,Rural,Approved
Barley,West,69.46,416.07,33.33,permanent_crop/PermanentCrop_574.jpg,818,529,4.139702958,1.262140206,4.691882572,Loan_530,183,896.8977473,170,126,872.0301882,Female,No,3+,Not Graduate,Yes,9922,8895,399,12,1,Urban,Rejected
Cotton,North,22.24,249.62,23.12,permanent_crop/PermanentCrop_575.jpg,655,530,1.208098971,2.409315011,3.352699018,Loan_531,269,518.6639401,315,256,583.7306042,Male,No,1,Graduate,Yes,7548,2589,345,120,1,Rural,Approved
Maize,West,36.49,341.31,20.84,permanent_crop/PermanentCrop_576.jpg,826,531,3.505954554,4.310120799,3.44076824,Loan_532,479,681.0334474,112,310,742.007461,Female,No,3+,Not Graduate,No,9104,6039,354,12,1,Semiurban,Approved
Cotton,South,59.65,107.45,17.75,permanent_crop/PermanentCrop_577.jpg,743,532,4.639065607,3.84972704,4.436507371,Loan_533,393,771.177849,153,149,577.462796,Female,Yes,1,Graduate,No,13226,1111,314,60,0,Semiurban,Approved
Maize,West,69.29,283.06,32.74,permanent_crop/PermanentCrop_578.jpg,715,533,2.568285914,1.04267457,2.925841832,Loan_534,367,993.7932923,198,253,528.2468868,Female,Yes,1,Not Graduate,Yes,5650,283,264,36,0,Rural,Approved
Wheat,East,67.44,201.67,31.12,permanent_crop/PermanentCrop_579.jpg,793,534,2.483412305,3.43827721,4.011164478,Loan_535,189,819.2795803,156,170,846.291545,Male,No,3+,Graduate,No,14258,1978,322,120,1,Urban,Approved
Maize,North,50.83,209.33,26.29,permanent_crop/PermanentCrop_58.jpg,733,535,3.227470616,4.908062238,4.536202823,Loan_536,257,535.052801,317,303,505.6839773,Female,Yes,1,Not Graduate,No,12277,289,251,60,1,Semiurban,Approved
Maize,South,71.16,225.84,15.68,permanent_crop/PermanentCrop_580.jpg,663,536,1.665175959,3.788803723,4.658245371,Loan_537,448,851.4489363,178,425,820.5840665,Female,Yes,2,Graduate,Yes,5575,2514,109,36,1,Rural,Approved
Rice,West,78.41,268.1,17.78,permanent_crop/PermanentCrop_581.jpg,816,537,1.08802124,4.728725327,1.83917488,Loan_538,432,518.8625157,482,345,561.0277566,Male,Yes,1,Graduate,No,4125,488,474,120,0,Semiurban,Rejected
Cotton,West,78.9,142.21,27.12,permanent_crop/PermanentCrop_582.jpg,676,538,4.120056068,1.4105181,4.592018971,Loan_539,427,765.3409047,461,136,513.3819412,Male,No,1,Graduate,Yes,3697,3950,355,120,1,Semiurban,Approved
Cotton,North,79.08,385.8,31.48,permanent_crop/PermanentCrop_583.jpg,657,539,4.146287819,3.12543566,4.887575804,Loan_540,280,559.2538929,322,418,945.6942006,Male,Yes,2,Not Graduate,Yes,3355,7684,444,240,0,Semiurban,Rejected
Maize,North,78.07,457.72,23.95,permanent_crop/PermanentCrop_584.jpg,685,540,1.358724252,4.468129127,3.656299955,Loan_541,149,685.3621426,306,435,826.0134959,Female,Yes,0,Not Graduate,No,9530,9713,283,60,1,Urban,Rejected
Rice,South,40.46,478.65,18.45,permanent_crop/PermanentCrop_585.jpg,754,541,4.928265337,3.575582335,2.341273064,Loan_542,368,803.4068826,314,151,542.6264101,Male,No,1,Graduate,Yes,6276,7456,465,60,1,Urban,Approved
Wheat,South,21.18,409.93,31.37,permanent_crop/PermanentCrop_586.jpg,806,542,1.093774203,4.367869276,4.491270999,Loan_543,188,745.7005395,367,336,512.2751628,Female,Yes,1,Not Graduate,No,6632,6777,407,60,0,Rural,Rejected
Cotton,West,54,353.27,21.99,permanent_crop/PermanentCrop_587.jpg,701,543,1.75127857,4.611228178,4.712821482,Loan_544,317,571.047265,242,155,673.8589497,Female,No,3+,Graduate,Yes,14776,5499,432,240,1,Semiurban,Approved
Maize,East,76.77,226.6,23.37,permanent_crop/PermanentCrop_588.jpg,714,544,4.378808246,3.482090212,4.914147474,Loan_545,468,734.3115269,271,450,562.9258205,Male,Yes,1,Not Graduate,No,12093,6724,495,120,1,Semiurban,Rejected
Rice,South,67.14,292.01,32.3,permanent_crop/PermanentCrop_589.jpg,785,545,2.953683754,2.791046517,1.471582753,Loan_546,292,829.225161,156,196,726.9018139,Female,Yes,1,Graduate,Yes,14982,7795,451,60,0,Urban,Rejected
Wheat,West,79.81,356.7,18.72,permanent_crop/PermanentCrop_59.jpg,676,546,3.930660108,4.028784599,3.942981834,Loan_547,493,776.2043638,440,200,602.7552946,Female,No,2,Graduate,No,3282,8098,384,12,1,Semiurban,Rejected
Barley,West,57.15,196.58,31.62,permanent_crop/PermanentCrop_590.jpg,839,547,3.039823983,4.454925279,1.346722886,Loan_548,456,715.3574257,276,487,687.3241598,Female,No,1,Not Graduate,No,2253,5812,160,60,0,Rural,Approved
Barley,East,65.08,317.26,25.14,permanent_crop/PermanentCrop_591.jpg,838,548,3.435446874,3.834606944,4.698862816,Loan_549,348,899.1429023,186,209,713.9196926,Male,Yes,1,Graduate,Yes,9142,5968,300,60,0,Urban,Rejected
Wheat,East,41.39,153.29,27.42,permanent_crop/PermanentCrop_592.jpg,767,549,3.104698091,2.449130068,4.544678348,Loan_550,135,985.9538766,219,371,990.2961313,Female,Yes,2,Graduate,No,5646,5839,159,12,0,Semiurban,Approved
Rice,North,45.06,181.15,16.13,permanent_crop/PermanentCrop_593.jpg,706,550,4.833216945,1.770604543,3.837603703,Loan_551,216,681.1854181,485,483,689.5178212,Male,Yes,0,Not Graduate,No,8833,9678,221,12,1,Rural,Approved
Rice,East,45.35,296.13,26.62,permanent_crop/PermanentCrop_594.jpg,671,551,2.69586907,3.29138364,2.945355003,Loan_552,296,677.9170642,114,284,620.3595134,Female,Yes,3+,Graduate,Yes,2752,9529,150,60,1,Rural,Rejected
Maize,South,64.19,286.71,27.72,permanent_crop/PermanentCrop_595.jpg,805,552,3.866135325,1.359740782,1.590088836,Loan_553,272,961.620733,425,311,549.7416693,Female,No,0,Not Graduate,No,13481,8691,89,36,0,Rural,Approved
Wheat,West,30.26,398.47,33.05,permanent_crop/PermanentCrop_596.jpg,687,553,2.719606023,2.367070807,2.475086387,Loan_554,453,866.4374421,244,445,841.6457482,Male,Yes,3+,Graduate,No,3181,2677,409,60,0,Urban,Rejected
Maize,West,21.34,241.76,31.27,permanent_crop/PermanentCrop_597.jpg,775,554,4.008638296,1.256858806,2.218240787,Loan_555,408,799.0572493,288,440,852.3869591,Male,Yes,3+,Not Graduate,No,7860,8674,305,36,1,Semiurban,Rejected
Maize,South,71.76,322.72,16.74,permanent_crop/PermanentCrop_598.jpg,681,555,3.113131398,1.149223182,2.486630294,Loan_556,230,605.600774,153,432,804.0455322,Female,No,3+,Not Graduate,Yes,6579,1140,376,36,0,Rural,Rejected
Barley,South,56.75,470.24,17.52,permanent_crop/PermanentCrop_599.jpg,702,556,2.530192755,4.255591885,1.949484289,Loan_557,217,727.3912691,450,479,745.191768,Male,Yes,1,Not Graduate,No,13031,324,393,60,0,Urban,Rejected
Maize,West,76.11,391.67,22.43,permanent_crop/PermanentCrop_6.jpg,796,557,3.633494634,1.97507113,3.691515141,Loan_558,186,852.3405963,195,247,775.6789669,Female,Yes,0,Not Graduate,No,8893,9087,125,240,0,Semiurban,Rejected
Rice,East,64.62,221.42,16.55,permanent_crop/PermanentCrop_60.jpg,850,558,3.487557559,4.89135578,1.250210174,Loan_559,156,881.4591418,440,485,831.7862731,Female,Yes,2,Graduate,Yes,7362,6139,159,240,1,Semiurban,Rejected
Barley,South,75.22,386.78,34.15,permanent_crop/PermanentCrop_600.jpg,761,559,4.89023211,2.73345429,3.345508297,Loan_560,403,507.6881883,319,162,747.127994,Male,Yes,0,Graduate,No,10931,4930,485,60,0,Urban,Approved
Maize,East,49.73,173.94,21.06,permanent_crop/PermanentCrop_601.jpg,777,560,1.656964198,4.931308638,2.569543854,Loan_561,180,889.2141327,150,497,567.1977921,Female,Yes,3+,Not Graduate,No,9422,9257,307,60,1,Rural,Rejected
Cotton,North,58.71,413.05,22.06,permanent_crop/PermanentCrop_602.jpg,764,561,2.853186634,2.429740699,1.59572215,Loan_562,291,964.2204177,398,461,526.5177864,Male,No,1,Not Graduate,No,8572,1142,62,12,0,Urban,Approved
Maize,South,28.92,283.18,32.35,permanent_crop/PermanentCrop_603.jpg,676,562,2.712435248,1.299372126,3.098818511,Loan_563,427,611.2108926,231,291,595.845237,Male,Yes,2,Graduate,Yes,11083,5573,205,240,1,Semiurban,Approved
Cotton,North,59.26,184.18,23.55,permanent_crop/PermanentCrop_604.jpg,657,563,2.179850613,4.260045071,1.1585074,Loan_564,201,736.5829208,160,472,887.3285626,Male,Yes,3+,Not Graduate,No,7744,1489,337,120,0,Urban,Rejected
Cotton,West,57.65,118.41,22.86,permanent_crop/PermanentCrop_605.jpg,796,564,3.287559901,4.24076088,1.262728941,Loan_565,323,850.90101,455,454,883.7484827,Female,Yes,0,Graduate,Yes,4725,4264,484,240,0,Rural,Approved
Rice,East,23.82,386.83,31.27,permanent_crop/PermanentCrop_606.jpg,819,565,4.223157373,4.192711264,4.317394395,Loan_566,262,777.0345322,393,177,510.3580677,Female,Yes,0,Not Graduate,Yes,12946,5244,97,60,0,Urban,Rejected
Barley,North,74.96,369.51,26.63,permanent_crop/PermanentCrop_607.jpg,758,566,4.551152141,3.672929815,4.475239208,Loan_567,154,922.0782121,361,239,680.4165287,Male,No,0,Not Graduate,Yes,9139,2835,491,240,1,Urban,Approved
Barley,East,33.78,239.94,33.38,permanent_crop/PermanentCrop_608.jpg,743,567,1.590153426,3.483373955,2.856197611,Loan_568,245,798.5728298,392,212,582.0084253,Male,No,0,Not Graduate,Yes,4330,8932,155,240,0,Urban,Rejected
Rice,North,69.73,312.95,33.07,permanent_crop/PermanentCrop_609.jpg,651,568,4.606148179,3.490246056,4.008030953,Loan_569,340,943.8274181,214,422,971.5193528,Male,Yes,0,Not Graduate,Yes,6922,476,123,120,0,Urban,Rejected
Barley,East,35.72,387.42,25.27,permanent_crop/PermanentCrop_61.jpg,801,569,3.617201854,3.61806208,2.670637326,Loan_570,498,773.9116745,394,164,603.9968774,Male,Yes,1,Not Graduate,Yes,8730,556,353,12,0,Semiurban,Rejected
Barley,North,57.43,144.55,21.38,permanent_crop/PermanentCrop_610.jpg,825,570,3.336894393,4.632939011,3.586882876,Loan_571,494,937.3455373,446,156,789.8659578,Male,No,1,Graduate,No,2388,2191,354,12,0,Urban,Approved
Barley,North,37.94,175.41,31,permanent_crop/PermanentCrop_611.jpg,749,571,4.504561434,1.054908452,2.318943869,Loan_572,267,531.4259766,126,390,564.1170188,Male,Yes,3+,Graduate,Yes,8197,1928,213,240,1,Semiurban,Rejected
Barley,North,22.48,256.22,19.33,permanent_crop/PermanentCrop_612.jpg,759,572,4.19279596,3.704949328,1.834184778,Loan_573,169,832.0258603,411,337,718.6371064,Female,No,2,Graduate,No,14180,6089,221,120,1,Semiurban,Approved
Cotton,West,52.04,215.29,18.06,permanent_crop/PermanentCrop_613.jpg,765,573,1.513689963,3.584135341,1.72423051,Loan_574,375,907.6779994,429,245,965.0460532,Female,Yes,2,Graduate,No,10072,9387,111,36,0,Urban,Approved
Cotton,North,74.54,171.81,24.53,permanent_crop/PermanentCrop_614.jpg,767,574,2.773498381,1.994841563,1.973379795,Loan_575,205,748.7913298,194,266,882.5391259,Male,No,3+,Graduate,No,14482,8834,324,240,0,Rural,Approved
Wheat,North,66.32,344.22,23.68,permanent_crop/PermanentCrop_615.jpg,815,575,2.694501769,1.694012315,4.041317565,Loan_576,218,551.1822487,320,461,526.6933195,Male,Yes,2,Not Graduate,No,14494,6767,289,240,0,Rural,Approved
Maize,South,28.14,108.36,26.35,permanent_crop/PermanentCrop_616.jpg,765,576,4.347283119,3.512440806,2.499018297,Loan_577,227,569.6907417,443,153,722.2919347,Male,Yes,0,Not Graduate,No,8692,675,357,36,1,Semiurban,Approved
Rice,West,54.67,442.75,25.05,permanent_crop/PermanentCrop_617.jpg,692,577,2.09250656,4.731071328,1.501161997,Loan_578,306,764.6346864,295,414,546.5475147,Female,No,1,Not Graduate,Yes,9996,207,124,120,1,Rural,Rejected
Rice,North,65.84,298.98,16.9,permanent_crop/PermanentCrop_618.jpg,809,578,2.673536562,2.408047401,2.863524385,Loan_579,279,884.3466293,357,192,668.3206659,Female,No,0,Not Graduate,Yes,12934,5143,245,120,1,Semiurban,Rejected
Maize,North,28,263.36,27.43,permanent_crop/PermanentCrop_619.jpg,671,579,4.86472555,3.539519348,4.75005488,Loan_580,222,974.2731575,408,456,573.8526133,Male,No,2,Not Graduate,No,3284,3133,157,120,0,Semiurban,Approved
Maize,North,24.16,398.29,21.99,permanent_crop/PermanentCrop_62.jpg,683,580,2.960115316,4.577640911,3.327296673,Loan_581,211,759.95082,473,468,982.3413532,Male,Yes,3+,Not Graduate,No,4102,6454,136,120,0,Semiurban,Rejected
Maize,South,28.55,428.7,34.85,permanent_crop/PermanentCrop_620.jpg,706,581,4.865666413,2.751290954,3.262285205,Loan_582,443,870.6691539,306,266,636.2129768,Male,Yes,1,Graduate,Yes,8158,8500,138,240,1,Urban,Approved
Cotton,South,74.41,197.17,26.17,permanent_crop/PermanentCrop_621.jpg,845,582,4.357954091,1.256060903,4.52066128,Loan_583,429,967.9092907,346,133,585.3146649,Female,No,1,Graduate,Yes,12262,3298,218,12,0,Semiurban,Approved
Rice,South,68.97,246.39,17.51,permanent_crop/PermanentCrop_622.jpg,710,583,2.49807133,1.769214402,1.343825656,Loan_584,336,751.054986,144,332,624.0059776,Female,Yes,3+,Not Graduate,Yes,3804,58,117,60,0,Semiurban,Rejected
Maize,West,23.09,483.25,20.92,permanent_crop/PermanentCrop_623.jpg,702,584,3.516291587,2.683868217,3.899187313,Loan_585,188,766.0433383,271,498,943.7930425,Male,No,3+,Not Graduate,Yes,5655,2337,375,36,0,Semiurban,Approved
Cotton,West,70.48,474.72,18.33,permanent_crop/PermanentCrop_624.jpg,697,585,1.42444186,3.835568446,1.09527063,Loan_586,132,558.2037854,408,284,860.9047354,Female,Yes,1,Graduate,Yes,4451,6461,457,240,0,Urban,Approved
Rice,North,76.16,459.59,33.99,permanent_crop/PermanentCrop_625.jpg,729,586,1.501686763,2.638588306,4.478103514,Loan_587,294,810.3914817,244,342,764.3884637,Female,No,1,Not Graduate,No,5261,5691,251,120,1,Semiurban,Approved
Wheat,East,36.52,495.92,20.93,permanent_crop/PermanentCrop_626.jpg,795,587,2.662532962,1.624008816,2.402370963,Loan_588,414,914.7344636,291,452,631.9262471,Male,Yes,1,Graduate,Yes,4747,5882,499,120,0,Urban,Rejected
Maize,South,68,286.7,28.45,permanent_crop/PermanentCrop_627.jpg,807,588,1.306795098,4.013606707,3.219561939,Loan_589,276,911.4908199,150,356,730.7105138,Female,No,0,Not Graduate,No,14632,2344,214,120,0,Rural,Rejected
Cotton,South,53.24,256.07,27.26,permanent_crop/PermanentCrop_628.jpg,739,589,2.048683103,3.556691918,1.828516931,Loan_590,350,969.221768,107,390,824.8370512,Female,No,1,Graduate,No,10074,466,97,240,0,Urban,Rejected
Cotton,East,39.98,472.63,17.82,permanent_crop/PermanentCrop_629.jpg,753,590,3.94242585,3.592590697,3.579266894,Loan_591,467,575.269865,181,207,728.2065429,Female,Yes,0,Not Graduate,No,7762,2735,232,240,1,Semiurban,Approved
Maize,South,53.02,362.16,31.6,permanent_crop/PermanentCrop_63.jpg,803,591,1.193163995,4.608194399,2.023990045,Loan_592,270,701.1922363,283,423,552.8745912,Female,No,2,Graduate,Yes,4718,5094,419,36,1,Rural,Rejected
Wheat,West,60.3,309.77,18.73,permanent_crop/PermanentCrop_630.jpg,775,592,3.720818844,4.479662943,4.6690511,Loan_593,404,658.6156293,426,217,718.4282873,Female,Yes,1,Not Graduate,No,10517,6819,219,240,0,Urban,Approved
Barley,East,57.63,112.22,15.9,permanent_crop/PermanentCrop_631.jpg,778,593,4.065644724,3.091801254,2.542244688,Loan_594,458,881.0039496,308,462,735.1304922,Male,Yes,3+,Graduate,Yes,3618,7846,170,240,0,Urban,Approved
Barley,West,69.4,371.96,29.22,permanent_crop/PermanentCrop_632.jpg,820,594,2.261954126,3.946497035,1.891816933,Loan_595,347,969.7935689,331,483,931.6089738,Male,No,2,Not Graduate,No,10257,3949,264,240,0,Semiurban,Rejected
Maize,South,41.73,323.24,21.77,permanent_crop/PermanentCrop_633.jpg,825,595,4.345328854,1.306842695,4.025903593,Loan_596,384,506.0849626,115,283,667.5182977,Male,Yes,3+,Not Graduate,No,13243,4546,120,60,1,Semiurban,Rejected
Rice,West,77.37,223.96,33.71,permanent_crop/PermanentCrop_634.jpg,714,596,1.539564761,4.394282804,2.8090895,Loan_597,292,666.7564265,365,237,886.4134882,Male,Yes,2,Graduate,Yes,11379,602,446,120,0,Urban,Approved
Cotton,West,69.61,162.76,19.94,permanent_crop/PermanentCrop_635.jpg,674,597,1.108687168,2.611868896,2.630666998,Loan_598,205,581.8188178,396,149,818.7834085,Male,No,0,Graduate,No,7329,718,176,240,1,Urban,Approved
Wheat,North,60.41,441.66,27.7,permanent_crop/PermanentCrop_636.jpg,817,598,3.24896518,3.419388831,4.397478805,Loan_599,178,678.2209957,129,266,637.7257914,Female,No,2,Not Graduate,No,4045,6856,270,12,0,Urban,Approved
Maize,East,41.88,498.24,22.06,permanent_crop/PermanentCrop_637.jpg,824,599,4.584398243,2.90363019,2.312239436,Loan_600,303,651.5811179,221,112,642.4406695,Male,No,2,Graduate,No,9386,8682,177,60,0,Rural,Rejected
Barley,East,37.31,295.21,19.82,permanent_crop/PermanentCrop_638.jpg,701,600,1.405105635,3.856961032,4.769770921,Loan_601,490,786.559164,466,175,883.9604781,Female,Yes,1,Not Graduate,No,2493,3624,278,60,1,Rural,Rejected
Barley,South,52.09,359.91,29.05,permanent_crop/PermanentCrop_639.jpg,822,601,1.02712136,1.562393786,4.385798932,Loan_602,137,586.7493544,323,333,547.6761661,Male,No,2,Not Graduate,No,11325,4576,427,12,0,Semiurban,Approved
Wheat,North,70.36,370.93,35,permanent_crop/PermanentCrop_64.jpg,751,602,2.206070077,2.672657153,4.27676751,Loan_603,342,657.681906,296,127,615.1831251,Female,No,0,Not Graduate,Yes,14637,1545,303,60,1,Urban,Approved
Barley,East,26.91,338.14,30.66,permanent_crop/PermanentCrop_640.jpg,841,603,3.365914139,2.070151794,3.222162112,Loan_604,274,624.8629133,110,278,834.7169093,Female,Yes,0,Graduate,Yes,13693,1494,447,120,0,Rural,Approved
Wheat,West,44.07,145.14,31.83,permanent_crop/PermanentCrop_641.jpg,845,604,1.489969845,3.427894657,2.019836781,Loan_605,363,851.789326,359,417,894.5556182,Female,No,2,Not Graduate,No,4952,5591,446,120,1,Urban,Rejected
Cotton,West,68.31,184.15,26.27,permanent_crop/PermanentCrop_642.jpg,708,605,3.547696234,3.812316309,2.950278189,Loan_606,494,960.4997745,467,106,717.9812198,Female,Yes,3+,Graduate,No,14434,8236,483,36,1,Urban,Approved
Wheat,South,65.87,371.36,20.78,permanent_crop/PermanentCrop_643.jpg,666,606,3.226440697,2.742198861,4.648919319,Loan_607,274,833.4210052,220,407,656.025188,Male,No,2,Not Graduate,Yes,12538,2910,428,36,1,Semiurban,Approved
Wheat,North,45.61,247.23,27.52,permanent_crop/PermanentCrop_644.jpg,779,607,2.815842672,3.961091978,1.712302362,Loan_608,170,651.5913164,255,159,597.5745529,Male,Yes,3+,Not Graduate,Yes,10992,8802,51,240,1,Rural,Rejected
Rice,West,47.13,303.57,18.1,permanent_crop/PermanentCrop_645.jpg,731,608,3.623969593,1.205982772,3.509471973,Loan_609,220,687.3259651,434,496,833.4608281,Female,No,1,Not Graduate,Yes,6150,2878,146,240,1,Urban,Approved
Maize,North,79.51,188.05,27.17,permanent_crop/PermanentCrop_646.jpg,723,609,2.405156812,2.227142388,1.548238118,Loan_610,451,602.4008423,432,230,880.8191926,Female,No,3+,Graduate,No,7245,9803,283,12,0,Semiurban,Approved
Wheat,North,40.97,471.18,29.54,permanent_crop/PermanentCrop_647.jpg,774,610,3.673287894,1.927481284,3.794204067,Loan_611,134,905.4947763,254,324,609.9278059,Female,Yes,2,Graduate,No,6054,1291,333,12,0,Rural,Approved
Rice,North,60.11,463.32,19.78,permanent_crop/PermanentCrop_648.jpg,712,611,1.934259402,2.200908851,1.100765569,Loan_612,115,855.6393545,392,446,607.0429114,Female,Yes,3+,Not Graduate,No,4863,3098,213,60,1,Rural,Approved
Rice,South,36.44,492.6,34.23,permanent_crop/PermanentCrop_649.jpg,823,612,4.075008633,1.469229456,1.032035947,Loan_613,130,570.296142,439,198,564.0329676,Male,No,2,Graduate,No,5449,2909,188,120,1,Rural,Approved
Barley,North,44,494.12,17.55,permanent_crop/PermanentCrop_65.jpg,753,613,2.092121755,1.021212724,2.12730993,Loan_614,468,547.9675593,352,199,659.295214,Female,No,3+,Not Graduate,No,13168,5235,274,60,0,Urban,Rejected
Rice,West,50.23,387.5,24.95,permanent_crop/PermanentCrop_650.jpg,738,614,3.566179834,4.629467113,4.126800686,Loan_615,182,993.1453298,157,376,681.4525464,Male,No,0,Graduate,No,7010,6485,295,12,0,Semiurban,Approved
Barley,North,49.6,353.21,34.06,permanent_crop/PermanentCrop_651.jpg,801,615,1.974235227,4.941528428,2.096305982,Loan_616,214,802.3415596,282,130,928.0145258,Male,No,1,Graduate,No,7373,8022,328,60,1,Rural,Approved
Wheat,North,53.02,450.81,24.97,permanent_crop/PermanentCrop_652.jpg,718,616,2.393361745,4.035170627,1.430217236,Loan_617,456,856.3357791,462,367,822.1076139,Female,No,0,Graduate,No,13290,1290,304,120,0,Rural,Approved
Cotton,South,79.03,236.43,24.49,permanent_crop/PermanentCrop_653.jpg,692,617,1.620640338,3.734853087,3.295161022,Loan_618,331,855.872272,403,328,632.9637929,Male,No,0,Graduate,Yes,4177,6292,375,36,0,Rural,Approved
Wheat,North,32.21,406.34,27.46,permanent_crop/PermanentCrop_654.jpg,690,618,4.301515265,2.727001156,2.343366015,Loan_619,462,800.9126071,354,376,525.8964843,Male,No,3+,Not Graduate,Yes,14095,2279,50,36,0,Rural,Approved
Rice,East,38.44,196.12,25.68,permanent_crop/PermanentCrop_655.jpg,702,619,2.208934864,4.349995857,4.004153137,Loan_620,109,873.8322534,210,384,671.6684731,Male,Yes,3+,Graduate,Yes,2601,5197,80,240,0,Semiurban,Rejected
Rice,East,64.89,336.51,16.01,permanent_crop/PermanentCrop_656.jpg,803,620,2.498177073,4.581616265,2.320386061,Loan_621,323,552.2977122,280,474,638.4395185,Female,Yes,1,Not Graduate,Yes,5263,5735,420,12,1,Rural,Rejected
Wheat,East,20.83,281.25,15.92,permanent_crop/PermanentCrop_657.jpg,677,621,4.294845553,2.11911266,2.43908678,Loan_622,411,667.8545593,346,123,878.9338513,Female,No,1,Graduate,No,2984,2244,71,120,0,Urban,Rejected
